ORTHOMCL	Neosp1	Orpsp1_1	Anasp1	Pirfi3	DOMAINS
ORTHO_08327	2	0	1	0	
ORTHO_08328	3	0	0	0	
ORTHO_08329	3	0	0	0	
ORTHO_08330	3	0	0	0	
ORTHO_08331	3	0	0	0	
ORTHO_08332	2	0	1	0	
ORTHO_08333	3	0	0	0	
ORTHO_08334	3	0	0	0	
ORTHO_08335	3	0	0	0	
ORTHO_08336	2	0	1	0	
ORTHO_08337	3	0	0	0	
ORTHO_08338	3	0	0	0	
ORTHO_08339	2	0	1	0	
ORTHO_08340	3	0	0	0	
ORTHO_08341	2	0	1	0	
ORTHO_08342	3	0	0	0	
ORTHO_08343	3	0	0	0	
ORTHO_08344	3	0	0	0	
ORTHO_08345	3	0	0	0	
ORTHO_08346	3	0	0	0	
ORTHO_08347	2	0	1	0	
ORTHO_08348	3	0	0	0	
ORTHO_08349	3	0	0	0	
ORTHO_08350	3	0	0	0	
ORTHO_08351	3	0	0	0	
ORTHO_08352	3	0	0	0	
ORTHO_08353	3	0	0	0	
ORTHO_08354	3	0	0	0	
ORTHO_08355	3	0	0	0	
ORTHO_08356	2	0	1	0	
ORTHO_08357	3	0	0	0	
ORTHO_08358	3	0	0	0	
ORTHO_08359	3	0	0	0	
ORTHO_08360	3	0	0	0	
ORTHO_08361	3	0	0	0	
ORTHO_08362	3	0	0	0	
ORTHO_08363	2	0	1	0	
ORTHO_08364	2	1	0	0	
ORTHO_08365	3	0	0	0	
ORTHO_08366	2	0	1	0	
ORTHO_08367	1	1	1	0	
ORTHO_08368	1	1	1	0	
ORTHO_08369	1	1	1	0	
ORTHO_08370	2	1	0	0	
ORTHO_08371	1	1	1	0	
ORTHO_08372	1	1	1	0	
ORTHO_08373	1	1	1	0	
ORTHO_08374	1	1	1	0	
ORTHO_08375	1	1	1	0	
ORTHO_08376	1	1	1	0	
ORTHO_08377	1	1	1	0	
ORTHO_08378	1	1	1	0	
ORTHO_08379	1	1	1	0	
ORTHO_08380	1	1	1	0	
ORTHO_08381	1	1	1	0	
ORTHO_08382	1	1	1	0	
ORTHO_08383	1	1	1	0	
ORTHO_08384	1	1	1	0	
ORTHO_08385	1	1	1	0	
ORTHO_08386	1	1	1	0	
ORTHO_08387	0	1	2	0	
ORTHO_08388	1	1	1	0	
ORTHO_08389	1	1	1	0	
ORTHO_08390	1	1	1	0	
ORTHO_08391	1	1	1	0	
ORTHO_08392	1	1	1	0	
ORTHO_08393	1	1	1	0	
ORTHO_08394	1	1	1	0	
ORTHO_08395	1	1	1	0	
ORTHO_08396	1	1	1	0	
ORTHO_08397	1	1	1	0	
ORTHO_08398	1	1	1	0	
ORTHO_08399	1	1	1	0	
ORTHO_08400	1	1	1	0	
ORTHO_08401	1	1	1	0	
ORTHO_08402	1	1	1	0	
ORTHO_08403	1	1	1	0	
ORTHO_08404	1	1	1	0	
ORTHO_08405	1	1	1	0	
ORTHO_08406	1	0	2	0	
ORTHO_08407	1	0	2	0	
ORTHO_08408	3	0	0	0	
ORTHO_08409	3	0	0	0	
ORTHO_08410	3	0	0	0	
ORTHO_08411	2	0	1	0	
ORTHO_08412	2	0	1	0	
ORTHO_08413	2	0	1	0	
ORTHO_08414	3	0	0	0	
ORTHO_08415	3	0	0	0	
ORTHO_08416	2	0	1	0	
ORTHO_08417	3	0	0	0	
ORTHO_08418	2	0	1	0	
ORTHO_08419	3	0	0	0	
ORTHO_08420	2	0	1	0	
ORTHO_08421	2	0	1	0	
ORTHO_08422	3	0	0	0	
ORTHO_08423	2	0	1	0	
ORTHO_08424	2	0	1	0	
ORTHO_08425	3	0	0	0	
ORTHO_08426	2	0	1	0	
ORTHO_08427	2	0	1	0	
ORTHO_08428	2	0	1	0	
ORTHO_08429	2	0	1	0	
ORTHO_08430	1	0	2	0	
ORTHO_08431	1	0	2	0	
ORTHO_08432	1	0	2	0	
ORTHO_08433	1	0	2	0	
ORTHO_08434	1	0	2	0	
ORTHO_08435	1	0	2	0	
ORTHO_08436	0	0	3	0	
ORTHO_08437	1	0	2	0	
ORTHO_08438	1	0	2	0	
ORTHO_08439	1	0	2	0	
ORTHO_08440	1	0	2	0	
ORTHO_08441	1	0	2	0	
ORTHO_08442	1	0	2	0	
ORTHO_08443	0	0	3	0	
ORTHO_08444	0	0	3	0	
ORTHO_08445	0	0	3	0	
ORTHO_08446	0	0	3	0	
ORTHO_08447	0	0	3	0	
ORTHO_08448	0	0	3	0	
ORTHO_08449	0	0	3	0	
ORTHO_08450	0	0	3	0	
ORTHO_08451	0	0	3	0	
ORTHO_08452	0	0	3	0	
ORTHO_08453	0	0	3	0	
ORTHO_08454	0	0	3	0	
ORTHO_08455	0	0	3	0	
ORTHO_08456	0	0	3	0	
ORTHO_08457	0	0	3	0	
ORTHO_08458	0	0	3	0	
ORTHO_08459	0	0	3	0	
ORTHO_08460	0	0	3	0	
ORTHO_08461	0	0	3	0	
ORTHO_08462	0	0	3	0	
ORTHO_08463	0	0	3	0	
ORTHO_08464	0	0	3	0	
ORTHO_08465	0	0	3	0	
ORTHO_08466	0	0	3	0	
ORTHO_08467	0	0	3	0	
ORTHO_08468	0	0	3	0	
ORTHO_08469	0	0	3	0	
ORTHO_08470	0	0	3	0	
ORTHO_08471	0	0	3	0	
ORTHO_08472	0	0	3	0	
ORTHO_08473	0	0	3	0	
ORTHO_08474	0	0	3	0	
ORTHO_08475	0	0	3	0	
ORTHO_08476	0	0	3	0	
ORTHO_08477	0	0	3	0	
ORTHO_08478	0	0	3	0	
ORTHO_08479	0	0	3	0	
ORTHO_08480	0	0	3	0	
ORTHO_08481	0	0	3	0	
ORTHO_08482	0	0	3	0	
ORTHO_08483	2	0	0	0	
ORTHO_08484	2	0	0	0	
ORTHO_08485	2	0	0	0	
ORTHO_08486	2	0	0	0	
ORTHO_08487	2	0	0	0	
ORTHO_08488	2	0	0	0	
ORTHO_08489	2	0	0	0	
ORTHO_08490	2	0	0	0	
ORTHO_08491	2	0	0	0	
ORTHO_08492	2	0	0	0	
ORTHO_08493	2	0	0	0	
ORTHO_08494	2	0	0	0	
ORTHO_08495	2	0	0	0	
ORTHO_08496	2	0	0	0	
ORTHO_08497	2	0	0	0	
ORTHO_08498	2	0	0	0	
ORTHO_08499	2	0	0	0	
ORTHO_08500	2	0	0	0	
ORTHO_08501	2	0	0	0	
ORTHO_08502	2	0	0	0	
ORTHO_08503	2	0	0	0	
ORTHO_08504	2	0	0	0	
ORTHO_08505	2	0	0	0	
ORTHO_08506	2	0	0	0	
ORTHO_08507	2	0	0	0	
ORTHO_08508	2	0	0	0	
ORTHO_08509	2	0	0	0	
ORTHO_08510	2	0	0	0	
ORTHO_08511	2	0	0	0	
ORTHO_08512	2	0	0	0	
ORTHO_08513	2	0	0	0	
ORTHO_08514	2	0	0	0	
ORTHO_08515	2	0	0	0	
ORTHO_08516	2	0	0	0	
ORTHO_08517	2	0	0	0	
ORTHO_08518	2	0	0	0	
ORTHO_08519	2	0	0	0	
ORTHO_08520	2	0	0	0	
ORTHO_08521	2	0	0	0	
ORTHO_08522	2	0	0	0	
ORTHO_08523	2	0	0	0	
ORTHO_08524	2	0	0	0	
ORTHO_08525	2	0	0	0	
ORTHO_08526	2	0	0	0	
ORTHO_08527	2	0	0	0	
ORTHO_08528	2	0	0	0	
ORTHO_08529	2	0	0	0	
ORTHO_08530	2	0	0	0	
ORTHO_08531	2	0	0	0	
ORTHO_08532	2	0	0	0	
ORTHO_08533	2	0	0	0	
ORTHO_08534	2	0	0	0	
ORTHO_08535	2	0	0	0	
ORTHO_08536	2	0	0	0	
ORTHO_08537	1	1	0	0	
ORTHO_08538	1	0	1	0	
ORTHO_08539	1	0	1	0	
ORTHO_08540	1	1	0	0	
ORTHO_08541	1	0	1	0	
ORTHO_08542	1	1	0	0	
ORTHO_08543	1	0	0	1	
ORTHO_08544	1	0	0	1	
ORTHO_08545	1	1	0	0	
ORTHO_08546	1	1	0	0	
ORTHO_08547	1	0	0	1	
ORTHO_08548	1	1	0	0	
ORTHO_08549	1	0	1	0	
ORTHO_08550	1	0	1	0	
ORTHO_08551	1	1	0	0	
ORTHO_08552	1	1	0	0	
ORTHO_08553	1	0	1	0	
ORTHO_08554	1	0	1	0	
ORTHO_08555	1	1	0	0	
ORTHO_08556	1	1	0	0	
ORTHO_08557	1	1	0	0	
ORTHO_08558	1	1	0	0	
ORTHO_08559	0	0	1	1	
ORTHO_08560	1	1	0	0	
ORTHO_08561	1	0	0	1	
ORTHO_08562	1	1	0	0	
ORTHO_08563	1	0	0	1	
ORTHO_08564	1	0	0	1	
ORTHO_08565	1	1	0	0	
ORTHO_08566	1	0	1	0	
ORTHO_08567	1	0	1	0	
ORTHO_08568	0	1	0	1	
ORTHO_08569	1	0	0	1	
ORTHO_08570	1	1	0	0	
ORTHO_08571	1	1	0	0	
ORTHO_08572	1	0	1	0	
ORTHO_08573	1	0	0	1	
ORTHO_08574	1	0	1	0	
ORTHO_08575	1	1	0	0	
ORTHO_08576	1	1	0	0	
ORTHO_08577	1	0	0	1	
ORTHO_08578	1	0	1	0	
ORTHO_08579	1	0	1	0	
ORTHO_08580	1	0	0	1	
ORTHO_08581	1	1	0	0	
ORTHO_08582	1	1	0	0	
ORTHO_08583	1	0	0	1	
ORTHO_08584	1	1	0	0	
ORTHO_08585	1	1	0	0	
ORTHO_08586	0	2	0	0	
ORTHO_08587	1	0	1	0	
ORTHO_08588	0	2	0	0	
ORTHO_08589	1	0	0	1	
ORTHO_08590	0	2	0	0	
ORTHO_08591	1	1	0	0	
ORTHO_08592	1	1	0	0	
ORTHO_08593	1	1	0	0	
ORTHO_08594	1	1	0	0	
ORTHO_08595	1	0	0	1	
ORTHO_08596	1	0	1	0	
ORTHO_08597	1	0	1	0	
ORTHO_08598	1	1	0	0	
ORTHO_08599	0	2	0	0	
ORTHO_08600	1	0	1	0	
ORTHO_08601	1	1	0	0	
ORTHO_08602	1	0	1	0	
ORTHO_08603	1	0	1	0	
ORTHO_08604	1	0	0	1	
ORTHO_08605	1	0	0	1	
ORTHO_08606	1	0	0	1	
ORTHO_08607	1	1	0	0	
ORTHO_08608	1	0	1	0	
ORTHO_08609	1	0	1	0	
ORTHO_08610	1	0	1	0	
ORTHO_08611	1	1	0	0	
ORTHO_08612	1	0	0	1	
ORTHO_08613	1	1	0	0	
ORTHO_08614	1	0	0	1	
ORTHO_08615	0	0	0	2	
ORTHO_08616	1	0	1	0	
ORTHO_08617	1	1	0	0	
ORTHO_08618	1	0	0	1	
ORTHO_08619	1	0	0	1	
ORTHO_08620	1	1	0	0	
ORTHO_08621	1	0	1	0	
ORTHO_08622	1	0	1	0	
ORTHO_08623	1	0	1	0	
ORTHO_08624	1	0	0	1	
ORTHO_08625	1	0	0	1	
ORTHO_08626	1	0	0	1	
ORTHO_08627	1	0	0	1	
ORTHO_08628	1	0	1	0	
ORTHO_08629	1	1	0	0	
ORTHO_08630	1	0	1	0	
ORTHO_08631	1	1	0	0	
ORTHO_08632	1	0	1	0	
ORTHO_08633	1	0	1	0	
ORTHO_08634	1	0	1	0	
ORTHO_08635	1	0	0	1	
ORTHO_08636	1	0	0	1	
ORTHO_08637	0	0	0	2	
ORTHO_08638	0	0	0	2	
ORTHO_08639	0	0	0	2	
ORTHO_08640	0	0	0	2	
ORTHO_08641	0	0	0	2	
ORTHO_08642	0	0	0	2	
ORTHO_08643	0	0	0	2	
ORTHO_08644	0	0	0	2	
ORTHO_08645	0	0	0	2	
ORTHO_08646	0	0	0	2	
ORTHO_08647	0	0	0	2	
ORTHO_08648	0	0	0	2	
ORTHO_08649	0	0	0	2	
ORTHO_08650	0	0	0	2	
ORTHO_08651	0	0	0	2	
ORTHO_08652	0	0	0	2	
ORTHO_08653	0	0	0	2	
ORTHO_08654	0	0	0	2	
ORTHO_08655	0	0	0	2	
ORTHO_08656	0	0	0	2	
ORTHO_08657	0	0	0	2	
ORTHO_08658	0	0	0	2	
ORTHO_08659	0	0	0	2	
ORTHO_08660	0	0	0	2	
ORTHO_08661	0	0	0	2	
ORTHO_08662	0	0	0	2	
ORTHO_08663	0	0	0	2	
ORTHO_08664	0	0	0	2	
ORTHO_08665	0	0	0	2	
ORTHO_08666	0	0	0	2	
ORTHO_08667	0	0	0	2	
ORTHO_08668	0	0	0	2	
ORTHO_08669	0	0	0	2	
ORTHO_08670	0	0	0	2	
ORTHO_08671	0	0	0	2	
ORTHO_08672	0	0	0	2	
ORTHO_08673	0	0	0	2	
ORTHO_08674	0	0	0	2	
ORTHO_08675	0	0	0	2	
ORTHO_08676	0	0	0	2	
ORTHO_08677	0	0	0	2	
ORTHO_08678	0	0	0	2	
ORTHO_08679	0	0	0	2	
ORTHO_08680	0	0	0	2	
ORTHO_08681	0	0	0	2	
ORTHO_08682	0	0	0	2	
ORTHO_08683	0	0	0	2	
ORTHO_08684	0	0	0	2	
ORTHO_08685	0	0	0	2	
ORTHO_08686	0	0	0	2	
ORTHO_08687	0	0	0	2	
ORTHO_08688	0	0	0	2	
ORTHO_08689	0	0	0	2	
ORTHO_08690	0	0	0	2	
ORTHO_08691	0	0	0	2	
ORTHO_08692	0	0	0	2	
ORTHO_08693	0	0	0	2	
ORTHO_08694	0	0	0	2	
ORTHO_08695	0	0	0	2	
ORTHO_08696	0	0	0	2	
ORTHO_08697	0	0	0	2	
ORTHO_08698	0	0	0	2	
ORTHO_08699	0	0	0	2	
ORTHO_08700	0	0	0	2	
ORTHO_08701	0	0	0	2	
ORTHO_08702	0	0	0	2	
ORTHO_08703	0	0	0	2	
ORTHO_08704	0	0	0	2	
ORTHO_08705	0	0	0	2	
ORTHO_08706	0	0	0	2	
ORTHO_08707	0	0	0	2	
ORTHO_08708	0	0	0	2	
ORTHO_08709	0	0	0	2	
ORTHO_08710	0	0	0	2	
ORTHO_08711	0	0	0	2	
ORTHO_08712	0	0	0	2	
ORTHO_08713	0	0	0	2	
ORTHO_08714	0	0	0	2	
ORTHO_08715	0	0	0	2	
ORTHO_08716	0	0	0	2	
ORTHO_08717	0	0	0	2	
ORTHO_08718	0	0	0	2	
ORTHO_08719	0	0	0	2	
ORTHO_08720	0	0	0	2	
ORTHO_08721	0	0	0	2	
ORTHO_08722	0	0	0	2	
ORTHO_08723	0	0	0	2	
ORTHO_08724	0	0	0	2	
ORTHO_08725	0	0	0	2	
ORTHO_08726	0	0	0	2	
ORTHO_08727	0	0	0	2	
ORTHO_08728	0	0	0	2	
ORTHO_08729	0	0	0	2	
ORTHO_08730	0	0	0	2	
ORTHO_08731	0	0	0	2	
ORTHO_08732	0	0	0	2	
ORTHO_08733	0	0	0	2	
ORTHO_08734	0	0	0	2	
ORTHO_08735	0	0	0	2	
ORTHO_08736	0	0	1	1	
ORTHO_08737	1	0	0	1	
ORTHO_08738	0	0	1	1	
ORTHO_08739	0	0	1	1	
ORTHO_08740	1	0	0	1	
ORTHO_08741	1	0	0	1	
ORTHO_08742	1	0	0	1	
ORTHO_08743	0	1	0	1	
ORTHO_08744	0	0	1	1	
ORTHO_08745	0	1	0	1	
ORTHO_08746	1	0	0	1	
ORTHO_08747	0	0	1	1	
ORTHO_08748	0	1	0	1	
ORTHO_08749	1	0	0	1	
ORTHO_08750	1	0	0	1	
ORTHO_08751	1	0	0	1	
ORTHO_08752	0	1	0	1	
ORTHO_08753	0	0	1	1	
ORTHO_08754	0	0	1	1	
ORTHO_08755	0	0	1	1	
ORTHO_08756	0	2	0	0	
ORTHO_08757	1	0	0	1	
ORTHO_08758	0	2	0	0	
ORTHO_08759	0	0	1	1	
ORTHO_08760	1	0	0	1	
ORTHO_08761	1	0	0	1	
ORTHO_08762	0	1	0	1	
ORTHO_08763	1	0	0	1	
ORTHO_08764	1	0	0	1	
ORTHO_08765	0	0	1	1	
ORTHO_08766	0	0	1	1	
ORTHO_08767	0	1	0	1	
ORTHO_08768	0	0	1	1	
ORTHO_08769	0	1	0	1	
ORTHO_08770	0	1	0	1	
ORTHO_08771	0	0	1	1	
ORTHO_08772	0	0	1	1	
ORTHO_08773	0	1	0	1	
ORTHO_08774	0	0	1	1	
ORTHO_08775	1	0	0	1	
ORTHO_08776	1	0	0	1	
ORTHO_08777	0	1	0	1	
ORTHO_08778	0	0	1	1	
ORTHO_08779	1	0	0	1	
ORTHO_08780	1	0	0	1	
ORTHO_08781	1	0	0	1	
ORTHO_08782	0	1	0	1	
ORTHO_08783	0	1	0	1	
ORTHO_08784	0	0	1	1	
ORTHO_08785	1	0	0	1	
ORTHO_08786	0	0	1	1	
ORTHO_08787	0	1	0	1	
ORTHO_08788	0	0	1	1	
ORTHO_08789	0	0	1	1	
ORTHO_08790	0	1	0	1	
ORTHO_08791	0	0	1	1	
ORTHO_08792	1	0	0	1	
ORTHO_08793	1	0	0	1	
ORTHO_08794	1	0	0	1	
ORTHO_08795	1	0	0	1	
ORTHO_08796	1	0	0	1	
ORTHO_08797	0	1	0	1	
ORTHO_08798	0	0	1	1	
ORTHO_08799	1	0	0	1	
ORTHO_08800	1	0	0	1	
ORTHO_08801	1	0	0	1	
ORTHO_08802	0	1	0	1	
ORTHO_08803	0	1	1	0	
ORTHO_08804	1	0	0	1	
ORTHO_08805	0	1	0	1	
ORTHO_08806	1	0	0	1	
ORTHO_08807	0	1	0	1	
ORTHO_08808	0	0	1	1	
ORTHO_08809	0	1	0	1	
ORTHO_08810	0	1	0	1	
ORTHO_08811	0	1	0	1	
ORTHO_08812	0	1	1	0	
ORTHO_08813	0	0	1	1	
ORTHO_08814	0	1	0	1	
ORTHO_08815	1	0	0	1	
ORTHO_08816	0	0	1	1	
ORTHO_08817	0	0	1	1	
ORTHO_08818	0	1	0	1	
ORTHO_08819	0	1	0	1	
ORTHO_08820	0	1	0	1	
ORTHO_08821	0	1	0	1	
ORTHO_08822	0	0	1	1	
ORTHO_08823	0	0	1	1	
ORTHO_08824	1	0	0	1	
ORTHO_08825	0	0	1	1	
ORTHO_08826	0	1	0	1	
ORTHO_08827	0	1	0	1	
ORTHO_08828	1	0	0	1	
ORTHO_08829	0	0	1	1	
ORTHO_08830	0	0	1	1	
ORTHO_08831	1	0	0	1	
ORTHO_08832	0	1	0	1	
ORTHO_08833	0	1	0	1	
ORTHO_08834	1	0	0	1	
ORTHO_08835	0	1	0	1	
ORTHO_08836	0	1	0	1	
ORTHO_08837	0	0	1	1	
ORTHO_08838	0	1	0	1	
ORTHO_08839	0	1	0	1	
ORTHO_08840	0	0	1	1	
ORTHO_08841	0	1	0	1	
ORTHO_08842	0	1	0	1	
ORTHO_08843	0	1	0	1	
ORTHO_08844	0	1	0	1	
ORTHO_08845	0	1	0	1	
ORTHO_08846	1	0	0	1	
ORTHO_08847	1	0	0	1	
ORTHO_08848	0	1	0	1	
ORTHO_08849	1	0	0	1	
ORTHO_08850	1	0	0	1	
ORTHO_08851	0	1	0	1	
ORTHO_08852	1	0	0	1	
ORTHO_08853	1	0	0	1	
ORTHO_08854	0	1	0	1	
ORTHO_08855	1	0	0	1	
ORTHO_08856	0	0	1	1	
ORTHO_08857	0	0	1	1	
ORTHO_08858	1	0	0	1	
ORTHO_08859	0	1	0	1	
ORTHO_08860	1	0	0	1	
ORTHO_08861	0	0	1	1	
ORTHO_08862	1	1	0	0	
ORTHO_08863	0	0	1	1	
ORTHO_08864	0	1	1	0	
ORTHO_08865	0	1	0	1	
ORTHO_08866	0	0	1	1	
ORTHO_08867	0	1	0	1	
ORTHO_08868	1	0	0	1	
ORTHO_08869	0	1	0	1	
ORTHO_08870	0	1	0	1	
ORTHO_08871	0	1	1	0	
ORTHO_08872	0	1	0	1	
ORTHO_08873	0	1	0	1	
ORTHO_08874	0	1	0	1	
ORTHO_08875	1	0	0	1	
ORTHO_08876	0	1	0	1	
ORTHO_08877	1	1	0	0	
ORTHO_08878	0	0	1	1	
ORTHO_08879	1	1	0	0	
ORTHO_08880	0	0	1	1	
ORTHO_08881	0	0	1	1	
ORTHO_08882	0	1	0	1	
ORTHO_08883	0	1	0	1	
ORTHO_08884	0	1	0	1	
ORTHO_08885	0	0	1	1	
ORTHO_08886	0	0	1	1	
ORTHO_08887	0	0	1	1	
ORTHO_08888	0	0	1	1	
ORTHO_08889	0	0	1	1	
ORTHO_08890	0	1	0	1	
ORTHO_08891	1	1	0	0	
ORTHO_08892	0	1	0	1	
ORTHO_08893	1	0	0	1	
ORTHO_08894	0	1	0	1	
ORTHO_08895	1	1	0	0	
ORTHO_08896	1	0	0	1	
ORTHO_08897	0	1	1	0	
ORTHO_08898	0	1	0	1	
ORTHO_08899	0	1	1	0	
ORTHO_08900	0	0	1	1	
ORTHO_08901	1	0	0	1	
ORTHO_08902	1	0	0	1	
ORTHO_08903	1	0	0	1	
ORTHO_08904	1	0	0	1	
ORTHO_08905	0	1	0	1	
ORTHO_08906	0	1	0	1	
ORTHO_08907	0	1	0	1	
ORTHO_08908	0	1	0	1	
ORTHO_08909	0	1	0	1	
ORTHO_08910	1	0	0	1	
ORTHO_08911	0	0	1	1	
ORTHO_08912	0	0	1	1	
ORTHO_08913	1	0	0	1	
ORTHO_08914	0	1	0	1	
ORTHO_08915	0	0	1	1	
ORTHO_08916	0	1	0	1	
ORTHO_08917	1	0	0	1	
ORTHO_08918	0	1	0	1	
ORTHO_08919	0	1	0	1	
ORTHO_08920	1	0	0	1	
ORTHO_08921	0	0	1	1	
ORTHO_08922	1	1	0	0	
ORTHO_08923	0	0	1	1	
ORTHO_08924	0	1	0	1	
ORTHO_08925	1	0	0	1	
ORTHO_08926	1	0	0	1	
ORTHO_08927	0	1	0	1	
ORTHO_08928	0	0	1	1	
ORTHO_08929	1	0	0	1	
ORTHO_08930	0	1	0	1	
ORTHO_08931	0	0	1	1	
ORTHO_08932	0	0	1	1	
ORTHO_08933	1	0	1	0	
ORTHO_08934	0	0	1	1	
ORTHO_08935	0	1	0	1	
ORTHO_08936	1	0	0	1	
ORTHO_08937	0	1	0	1	
ORTHO_08938	0	1	0	1	
ORTHO_08939	1	0	0	1	
ORTHO_08940	0	1	0	1	
ORTHO_08941	1	0	0	1	
ORTHO_08942	0	1	0	1	
ORTHO_08943	1	0	0	1	
ORTHO_08944	1	0	0	1	
ORTHO_08945	0	1	0	1	
ORTHO_08946	1	1	0	0	
ORTHO_08947	0	1	0	1	
ORTHO_08948	0	1	0	1	
ORTHO_08949	0	1	0	1	
ORTHO_08950	0	0	1	1	
ORTHO_08951	0	1	0	1	
ORTHO_08952	1	0	0	1	
ORTHO_08953	0	1	0	1	
ORTHO_08954	0	1	0	1	
ORTHO_08955	0	1	0	1	
ORTHO_08956	1	0	0	1	
ORTHO_08957	0	0	1	1	
ORTHO_08958	0	1	0	1	
ORTHO_08959	0	1	0	1	
ORTHO_08960	1	0	0	1	
ORTHO_08961	0	0	1	1	
ORTHO_08962	1	0	0	1	
ORTHO_08963	0	0	1	1	
ORTHO_08964	0	1	0	1	
ORTHO_08965	1	0	0	1	
ORTHO_08966	0	1	0	1	
ORTHO_08967	1	0	0	1	
ORTHO_08968	0	1	0	1	
ORTHO_08969	1	0	0	1	
ORTHO_08970	1	0	0	1	
ORTHO_08971	1	0	0	1	
ORTHO_08972	0	0	1	1	
ORTHO_08973	1	0	0	1	
ORTHO_08974	0	0	1	1	
ORTHO_08975	0	1	0	1	
ORTHO_08976	0	1	0	1	
ORTHO_08977	0	1	0	1	
ORTHO_08978	0	1	0	1	
ORTHO_08979	0	1	0	1	
ORTHO_08980	0	1	0	1	
ORTHO_08981	0	1	0	1	
ORTHO_08982	1	0	0	1	
ORTHO_08983	1	0	0	1	
ORTHO_08984	0	1	0	1	
ORTHO_08985	0	1	0	1	
ORTHO_08986	0	1	0	1	
ORTHO_08987	0	1	0	1	
ORTHO_08988	1	0	0	1	
ORTHO_08989	0	0	1	1	
ORTHO_08990	0	0	1	1	
ORTHO_08991	0	1	0	1	
ORTHO_08992	0	1	0	1	
ORTHO_08993	1	0	0	1	
ORTHO_08994	0	1	0	1	
ORTHO_08995	0	1	0	1	
ORTHO_08996	1	0	0	1	
ORTHO_08997	0	0	1	1	
ORTHO_08998	0	0	1	1	
ORTHO_08999	1	1	0	0	
ORTHO_09000	0	0	1	1	
ORTHO_09001	1	0	0	1	
ORTHO_09002	0	1	0	1	
ORTHO_09003	0	0	1	1	
ORTHO_09004	0	0	1	1	
ORTHO_09005	1	0	0	1	
ORTHO_09006	1	1	0	0	
ORTHO_09007	1	0	0	1	
ORTHO_09008	0	1	0	1	
ORTHO_09009	0	1	0	1	
ORTHO_09010	0	1	0	1	
ORTHO_09011	0	0	1	1	
ORTHO_09012	0	1	0	1	
ORTHO_09013	1	0	0	1	
ORTHO_09014	0	1	0	1	
ORTHO_09015	1	0	0	1	
ORTHO_09016	1	1	0	0	
ORTHO_09017	0	0	1	1	
ORTHO_09018	1	0	0	1	
ORTHO_09019	1	0	0	1	
ORTHO_09020	1	0	0	1	
ORTHO_09021	1	1	0	0	
ORTHO_09022	0	1	0	1	
ORTHO_09023	0	1	0	1	
ORTHO_09024	1	0	0	1	
ORTHO_09025	0	1	0	1	
ORTHO_09026	0	1	0	1	
ORTHO_09027	0	1	0	1	
ORTHO_09028	0	1	0	1	
ORTHO_09029	0	0	1	1	
ORTHO_09030	0	1	0	1	
ORTHO_09031	0	1	0	1	
ORTHO_09032	1	0	0	1	
ORTHO_09033	1	0	0	1	
ORTHO_09034	1	0	0	1	
ORTHO_09035	0	1	0	1	
ORTHO_09036	0	1	0	1	
ORTHO_09037	0	1	0	1	
ORTHO_09038	0	1	0	1	
ORTHO_09039	0	1	0	1	
ORTHO_09040	0	1	0	1	
ORTHO_09041	0	1	0	1	
ORTHO_09042	1	0	0	1	
ORTHO_09043	1	0	0	1	
ORTHO_09044	0	1	0	1	
ORTHO_09045	0	0	1	1	
ORTHO_09046	0	1	0	1	
ORTHO_09047	0	0	1	1	
ORTHO_09048	0	1	0	1	
ORTHO_09049	0	1	0	1	
ORTHO_09050	1	0	0	1	
ORTHO_09051	0	1	0	1	
ORTHO_09052	0	0	1	1	
ORTHO_09053	1	1	0	0	
ORTHO_09054	0	0	1	1	
ORTHO_09055	0	1	0	1	
ORTHO_09056	0	1	0	1	
ORTHO_09057	1	0	0	1	
ORTHO_09058	0	0	1	1	
ORTHO_09059	1	0	0	1	
ORTHO_09060	0	1	0	1	
ORTHO_09061	1	0	0	1	
ORTHO_09062	1	0	0	1	
ORTHO_09063	0	1	0	1	
ORTHO_09064	0	0	1	1	
ORTHO_09065	0	0	1	1	
ORTHO_09066	0	1	0	1	
ORTHO_09067	0	0	1	1	
ORTHO_09068	0	1	0	1	
ORTHO_09069	1	0	0	1	
ORTHO_09070	1	0	0	1	
ORTHO_09071	1	0	0	1	
ORTHO_09072	0	1	0	1	
ORTHO_09073	0	1	0	1	
ORTHO_09074	1	0	0	1	
ORTHO_09075	1	0	0	1	
ORTHO_09076	0	0	1	1	
ORTHO_09077	0	1	0	1	
ORTHO_09078	0	0	1	1	
ORTHO_09079	0	0	1	1	
ORTHO_09080	0	1	0	1	
ORTHO_09081	1	0	0	1	
ORTHO_09082	0	1	0	1	
ORTHO_09083	1	0	0	1	
ORTHO_09084	0	1	0	1	
ORTHO_09085	1	0	0	1	
ORTHO_09086	0	1	0	1	
ORTHO_09087	1	0	0	1	
ORTHO_09088	1	0	0	1	
ORTHO_09089	0	1	0	1	
ORTHO_09090	1	0	0	1	
ORTHO_09091	0	0	1	1	
ORTHO_09092	0	0	1	1	
ORTHO_09093	1	0	0	1	
ORTHO_09094	1	0	0	1	
ORTHO_09095	0	1	0	1	
ORTHO_09096	0	1	0	1	
ORTHO_09097	0	1	0	1	
ORTHO_09098	0	1	0	1	
ORTHO_09099	0	2	0	0	
ORTHO_09100	0	0	1	1	
ORTHO_09101	0	1	0	1	
